Date,Open,High,Low,Close,Volume
2018-11-29,167.99,169.26,166.82,168.15,44885700.0
2018-11-30,168.38,169.47,167.54,169.37,36722800.0
2018-12-03,173.11,173.31,169.51,172.33,50771700.0
2018-12-04,171.43,171.91,165.52,165.72,70594700.0
2018-12-06,162.38,166.91,161.77,166.89,71715500.0
2018-12-07,166.16,167.12,160.86,161.38,80432200.0
2018-12-10,161.08,163.78,159.41,163.07,73960800.0
2018-12-11,165.73,165.77,162.23,163.61,59058300.0
2018-12-12,166.0,167.6,164.96,165.05,53780000.0
2018-12-13,166.13,166.82,164.03,165.1,46378500.0
2018-12-14,163.21,163.81,160.7,161.08,56547400.0
2018-12-17,160.39,161.67,156.17,157.43,74834100.0
2018-12-18,158.65,159.95,157.04,158.42,63642100.0
2018-12-19,158.18,160.72,153.34,154.53,81856500.0
2018-12-20,154.15,155.87,150.39,152.29,99002100.0
2018-12-21,153.05,154.09,146.72,147.57,141129400.0
2018-12-24,146.08,147.98,143.46,143.5,56163300.0
2018-12-26,145.08,152.54,144.09,152.46,98982100.0
2018-12-27,150.37,153.18,147.08,153.05,85824300.0
2018-12-28,154.15,155.59,151.72,152.97,77856600.0
2018-12-31,154.47,154.98,152.71,154.26,53015300.0
2019-01-02,150.99,155.75,150.88,154.88,58576700.0
2019-01-03,152.6,153.26,149.49,149.82,74820200.0
2019-01-04,152.34,157.0,151.74,156.23,74709300.0
2019-01-07,156.62,158.86,156.11,158.09,52059300.0
2019-01-08,159.54,160.11,157.2,159.52,49388700.0
2019-01-09,160.14,161.52,159.47,160.82,46491700.0
2019-01-10,159.6,161.37,158.7,161.28,38943400.0
2019-01-11,160.33,160.86,159.79,160.69,30176600.0
2019-01-14,159.33,159.96,158.59,159.27,30710200.0
2019-01-15,160.0,162.6,159.91,162.38,40874200.0
2019-01-16,162.65,163.78,162.29,162.35,33812200.0
2019-01-17,161.83,164.36,161.57,163.63,39329000.0
2019-01-18,164.78,166.02,163.82,165.25,57183200.0
2019-01-22,164.06,164.14,160.76,161.94,56711700.0
2019-01-23,162.77,163.51,160.32,162.15,38106100.0
2019-01-24,162.68,163.44,162.06,163.2,32417800.0
2019-01-25,164.51,165.65,163.95,165.15,36515900.0
2019-01-28,163.02,163.12,161.75,163.11,33491200.0
2019-01-29,163.2,163.24,160.99,161.57,30784200.0
2019-01-30,163.4,166.28,162.89,165.68,41346500.0
2019-01-31,166.7,168.99,166.47,168.16,37258400.0
2019-02-01,167.33,168.6,166.99,167.45,32143700.0
2019-02-04,167.48,169.53,167.33,169.53,26718800.0
2019-02-05,169.76,171.23,169.69,171.03,28156400.0
2019-02-06,171.07,171.37,169.75,170.52,27970000.0
2019-02-07,169.03,169.45,166.95,168.23,42036200.0
2019-02-08,166.76,168.59,166.57,168.56,29020700.0
2019-02-11,169.17,169.58,167.98,168.4,21434100.0
2019-02-12,169.63,171.14,169.33,170.89,29722100.0
2019-02-13,171.65,172.16,170.82,171.01,26094100.0
2019-02-14,170.4,171.83,169.83,171.22,30326800.0
2019-02-15,172.52,172.56,171.14,171.94,32521700.0
2019-02-19,171.41,172.8,171.38,172.28,19487700.0
2019-02-20,172.4,173.08,171.32,172.25,32593000.0
2019-02-21,171.79,172.26,170.71,171.62,25207400.0
2019-02-22,171.99,173.01,171.9,172.89,27735400.0
2019-02-25,174.21,174.66,173.4,173.52,32608800.0
2019-02-26,173.1,174.25,172.81,173.7,21939700.0
2019-02-27,172.9,173.8,171.76,173.59,25162000.0
2019-02-28,173.05,173.81,172.7,173.19,25085500.0
2019-03-01,174.44,174.65,173.18,174.39,31431200.0
2019-03-04,175.54,175.79,172.47,174.42,38063500.0
2019-03-05,174.55,175.09,173.69,174.55,22319900.0
2019-03-06,174.72,174.75,173.28,173.56,27194600.0
2019-03-07,173.12,173.18,170.79,171.43,39407400.0
2019-03-08,169.51,171.26,169.34,171.17,39303200.0
2019-03-11,171.88,174.85,171.85,174.73,30518400.0
2019-03-12,175.19,176.14,174.77,175.69,33953500.0
2019-03-13,176.6,177.93,176.35,177.01,42426100.0
2019-03-14,177.13,177.34,176.66,176.71,23751500.0
2019-03-15,177.4,178.88,177.28,178.35,38192000.0
2019-03-18,177.95,178.99,177.59,178.45,32935100.0
2019-03-19,179.18,180.0,178.29,179.05,36893300.0
2019-03-20,179.06,180.86,178.24,179.76,50105000.0
2019-03-21,179.22,182.83,179.2,182.57,42428500.0
2019-03-22,181.78,182.27,178.37,178.56,70794500.0
2019-03-25,177.91,178.84,176.93,178.22,46336500.0
2019-03-26,179.6,180.69,178.14,179.05,33248100.0
2019-03-27,179.32,179.72,176.6,177.9,37096700.0
2019-03-28,178.36,178.98,177.24,178.31,30368200.0
2019-03-29,179.69,179.83,178.59,179.66,35205500.0
2019-04-01,181.51,182.26,180.77,182.04,30969500.0
2019-04-02,182.24,182.91,181.78,182.73,22645200.0
2019-04-03,183.76,184.92,183.21,183.78,31633500.0
2019-04-04,183.83,184.5,182.65,183.71,28530800.0
2019-04-05,184.24,184.77,184.02,184.66,25674700.0
2019-04-08,184.36,185.28,183.63,185.13,22697500.0
2019-04-09,184.5,185.11,184.09,184.48,25631900.0
2019-04-10,184.72,185.53,184.52,185.47,24563000.0
2019-04-11,185.78,185.78,184.69,185.03,20654100.0
2019-04-12,185.85,185.95,185.06,185.83,24989100.0
2019-04-15,185.84,186.07,184.62,185.86,21073000.0
2019-04-16,186.54,186.91,185.93,186.5,27195700.0
2019-04-17,187.75,187.93,186.6,187.15,29651600.0
2019-04-18,187.46,187.79,186.29,187.39,28580900.0
2019-04-22,186.57,187.99,186.43,187.92,17936000.0
2019-04-23,188.4,190.54,188.13,190.31,33665600.0
2019-04-24,190.47,190.71,189.65,189.71,24977100.0
2019-04-25,191.13,191.22,189.45,190.48,29517500.0
2019-04-26,190.18,190.69,188.59,190.65,26359500.0
2019-04-29,190.65,191.32,190.34,191.02,21716200.0
2019-04-30,189.48,189.85,188.21,189.54,31495300.0
2019-05-01,190.78,191.32,188.8,188.93,34797100.0
2019-05-02,188.87,189.85,186.87,188.11,44110100.0
2019-05-03,189.67,191.25,189.33,191.11,30386200.0
2019-05-06,187.05,190.2,186.76,189.94,38371800.0
2019-05-07,187.87,188.67,184.51,186.24,58818100.0
2019-05-08,185.63,187.17,184.96,185.77,37165300.0
2019-05-09,183.7,185.41,182.09,184.77,55351700.0
2019-05-10,184.11,185.89,181.03,185.0,58526400.0
2019-05-13,180.29,181.26,178.06,178.58,67185800.0
2019-05-14,179.52,181.63,178.86,180.54,43360600.0
2019-05-15,179.35,183.55,179.31,183.09,40944500.0
2019-05-16,183.17,186.07,182.95,184.93,39281200.0
2019-05-17,183.1,185.58,182.88,183.04,44702300.0
2019-05-20,180.49,181.18,179.34,179.95,38608300.0
2019-05-21,181.5,182.33,180.92,181.83,31613800.0
2019-05-22,180.82,182.07,180.75,181.02,24332600.0
2019-05-23,178.94,179.02,177.14,178.25,45351300.0
2019-05-24,179.21,179.85,177.94,178.16,25903300.0
2019-05-28,178.66,179.66,177.47,177.49,24763800.0
2019-05-29,176.39,177.0,175.09,176.03,42178800.0
2019-05-30,176.5,177.27,175.77,176.77,30354800.0
2019-05-31,174.69,175.29,173.87,173.95,45446200.0
2019-06-03,173.48,173.95,169.27,170.12,75842300.0
2019-06-04,172.03,174.97,171.37,174.91,47797800.0
2019-06-05,176.58,176.61,174.38,176.21,34412700.0
2019-06-06,176.51,178.04,175.73,177.61,29913200.0
2019-06-07,178.56,181.77,178.33,181.04,45888300.0
2019-06-10,182.25,184.85,182.21,183.15,41385300.0
2019-06-11,185.06,185.4,182.78,183.4,41260300.0
2019-06-12,182.9,183.28,182.0,182.34,27758100.0
2019-06-13,183.1,183.87,182.74,183.42,23715800.0
2019-06-14,182.48,183.11,181.94,182.64,22844100.0
2019-06-17,183.04,184.25,182.84,183.74,20379500.0
2019-06-18,185.91,187.72,185.43,186.41,48177300.0
2019-06-19,186.66,187.53,185.57,187.11,31672900.0
2019-06-20,189.72,189.76,187.16,188.85,40922000.0
2019-06-21,188.63,189.77,188.17,188.57,39980400.0
2019-06-24,188.53,188.72,188.06,188.16,19375200.0
2019-06-25,188.03,188.14,184.65,184.93,33921100.0
2019-06-26,186.16,187.33,185.49,185.79,22595700.0
2019-06-27,186.46,186.94,185.99,186.5,19709200.0
2019-06-28,186.95,187.15,186.07,186.74,21179200.0
2019-07-01,190.32,190.57,188.38,189.26,31025600.0
2019-07-02,189.2,190.03,188.66,190.01,18035800.0
2019-07-03,190.49,191.44,190.29,191.44,15792100.0
2019-07-05,190.13,191.4,189.39,191.05,21415600.0
2019-07-08,189.81,189.87,188.93,189.71,17598800.0
2019-07-09,188.81,190.9,188.65,190.66,19193500.0
2019-07-10,191.82,193.09,191.47,192.56,28374500.0
2019-07-11,192.85,193.34,191.81,192.42,23736100.0
2019-07-12,192.63,193.54,192.45,193.53,20211900.0
2019-07-15,193.98,194.19,193.44,194.15,15606100.0
2019-07-16,193.91,194.09,192.56,193.15,20190900.0
2019-07-17,193.15,193.49,192.18,192.2,16765100.0
2019-07-18,191.29,192.79,190.69,192.42,28877000.0
2019-07-19,193.74,193.83,190.81,191.01,29387900.0
2019-07-22,191.44,192.94,191.44,192.53,18954900.0
2019-07-23,193.58,193.81,192.29,193.79,23786700.0
2019-07-24,193.05,195.16,193.03,195.15,20422900.0
2019-07-25,194.49,194.52,192.93,193.3,23434700.0
2019-07-26,194.53,195.55,194.43,195.29,20431200.0
2019-07-29,195.11,195.18,193.39,194.62,20451700.0
2019-07-30,193.13,194.54,192.99,193.78,18705000.0
2019-07-31,194.3,194.43,189.32,191.1,41627500.0
2019-08-01,191.43,194.98,189.23,190.15,63251600.0
2019-08-02,188.72,188.99,186.21,187.35,55214000.0
2019-08-05,183.43,183.51,179.2,180.73,75040000.0
2019-08-06,182.4,183.8,181.07,183.26,41897200.0
2019-08-07,181.27,184.51,179.89,184.25,49990600.0
2019-08-08,185.08,188.32,184.57,188.26,38418100.0
2019-08-09,187.36,188.0,185.03,186.49,33608900.0
2019-08-12,185.34,185.9,183.5,184.35,24642900.0
2019-08-13,184.19,189.68,184.02,188.39,40241900.0
2019-08-14,185.36,185.95,182.42,182.76,51000500.0
2019-08-15,183.0,183.59,181.16,182.55,36685000.0
2019-08-16,184.21,185.95,184.1,185.48,32781400.0
2019-08-19,188.16,188.83,187.5,188.43,22494100.0
2019-08-20,187.96,188.64,186.92,186.97,19902900.0
2019-08-21,188.61,189.23,187.96,188.63,20418500.0
2019-08-22,188.98,189.46,186.54,188.02,24243700.0
2019-08-23,186.74,188.45,181.56,182.07,55372400.0
2019-08-26,184.14,184.87,183.08,184.82,27598900.0
2019-08-27,186.11,186.42,183.71,184.43,28012800.0
2019-08-28,183.83,185.4,182.91,185.09,21792400.0
2019-08-29,187.39,188.46,186.68,187.92,25358900.0
2019-08-30,188.93,188.97,186.41,187.47,26319800.0
2019-09-03,186.22,187.18,185.03,185.65,27964200.0
2019-09-04,187.44,188.49,186.9,188.33,21592100.0
2019-09-05,190.41,192.33,190.34,191.78,33932600.0
2019-09-06,192.1,192.17,191.17,191.59,19487800.0
2019-09-09,192.19,192.27,190.22,191.19,24407600.0
2019-09-10,190.16,190.74,188.91,190.64,23744700.0
2019-09-11,191.0,192.53,190.56,192.43,25063600.0
2019-09-12,193.61,194.71,192.97,193.23,28689900.0
2019-09-13,192.95,193.4,192.29,192.54,27669800.0
2019-09-16,191.3,192.08,191.11,191.68,20319000.0
2019-09-17,191.7,192.6,191.29,192.6,20953400.0
2019-09-18,192.2,192.6,190.11,192.52,29781300.0
2019-09-19,192.86,194.04,192.47,192.84,26039400.0
2019-09-20,193.11,193.31,190.16,190.8,29086100.0
2019-09-23,190.36,191.07,189.72,190.5,22485900.0
2019-09-24,191.37,191.79,187.15,187.97,40820700.0
2019-09-25,187.78,190.58,186.21,190.08,34704900.0
2019-09-26,189.83,190.0,187.98,189.38,26826000.0
2019-09-27,189.73,189.83,185.75,187.03,40773500.0
2019-09-30,187.79,189.11,187.4,188.81,26307700.0
2019-10-01,189.5,190.59,186.96,187.27,32367600.0
2019-10-02,186.0,186.03,183.02,184.05,48544300.0
2019-10-03,184.03,186.21,181.82,186.07,39392500.0
2019-10-04,187.08,189.08,186.88,188.81,31887600.0
2019-10-07,188.27,189.74,187.91,188.24,21216000.0
2019-10-08,187.06,187.86,185.27,185.42,32379300.0
2019-10-09,186.99,188.08,186.43,187.23,20147400.0
2019-10-10,187.28,189.43,187.12,188.68,25177700.0
2019-10-11,190.83,192.63,190.72,191.11,40976700.0
2019-10-14,190.84,191.7,190.65,191.09,14975000.0
2019-10-15,191.68,193.97,191.56,193.52,23234200.0
2019-10-16,192.86,193.53,192.43,193.04,20457100.0
2019-10-17,194.2,194.5,192.81,193.55,19045200.0
2019-10-18,193.2,193.67,190.71,191.69,27700800.0
2019-10-21,192.71,193.52,192.14,193.39,15801200.0
2019-10-22,194.15,194.42,191.79,191.85,22392300.0
2019-10-23,191.46,192.26,191.15,192.22,14828400.0
2019-10-24,193.59,194.21,192.74,194.09,18998500.0
2019-10-25,193.09,195.74,193.05,195.64,21507100.0
2019-10-28,196.55,197.83,196.55,197.57,18818700.0
2019-10-29,197.24,197.54,196.01,196.04,18569700.0
2019-10-30,196.42,197.32,195.29,196.99,21764300.0
2019-10-31,197.56,197.65,195.94,197.08,26801800.0
2019-11-01,197.93,198.88,197.63,198.87,22131900.0
2019-11-04,200.19,200.53,198.87,200.1,19015900.0
2019-11-05,200.35,200.55,199.55,200.21,15048900.0
2019-11-06,199.98,200.0,198.79,199.76,19725500.0
2019-11-07,200.76,201.72,199.85,200.43,17832400.0
2019-11-08,200.07,201.25,199.54,201.23,15258800.0
2019-11-11,200.21,201.04,199.94,200.96,10147600.0
2019-11-12,201.13,202.21,200.82,201.54,14778300.0
2019-11-13,200.84,201.78,200.71,201.59,15774600.0
2019-11-14,200.83,201.56,200.22,201.43,16945400.0
2019-11-15,202.65,202.91,202.0,202.91,18427900.0
2019-11-18,202.59,203.39,201.77,203.07,18365900.0
2019-11-19,203.84,203.84,202.59,203.37,16923300.0
2019-11-20,202.84,203.45,200.62,202.15,36629000.0
2019-11-21,201.93,202.07,201.07,201.7,17883600.0
2019-11-22,202.2,202.32,200.74,201.83,17189600.0
2019-11-25,202.7,204.26,202.67,204.22,17752800.0
2019-11-26,204.35,204.87,204.05,204.61,14780600.0
2019-11-27,205.14,206.05,204.89,206.04,16963100.0
2019-11-29,205.52,205.83,205.0,205.1,9854600.0
2019-12-02,205.11,205.18,201.78,203.0,28007000.0
2019-12-03,200.21,201.49,199.23,201.41,31104100.0
2019-12-04,202.44,202.91,202.14,202.43,15300100.0
2019-12-05,203.15,203.15,201.84,202.83,14962300.0
2019-12-06,204.31,205.15,204.15,205.0,16555300.0
2019-12-09,204.63,205.59,203.98,204.07,13984100.0
2019-12-10,204.17,204.88,203.44,203.9,21799800.0
2019-12-11,204.36,205.19,204.04,204.98,18780800.0
2019-12-12,204.77,207.32,204.49,206.51,32612000.0
2019-12-13,206.4,207.91,205.96,207.19,32519400.0
2019-12-16,208.55,209.53,208.48,209.27,21296600.0
2019-12-17,209.54,209.71,209.04,209.39,15996100.0
2019-12-18,209.57,210.13,209.33,209.55,15443300.0
2019-12-19,209.64,210.93,209.62,210.86,17865900.0
2019-12-20,211.86,212.52,211.27,211.71,27672600.0
2019-12-23,212.0,212.15,211.63,211.81,23774700.0
2019-12-24,212.0,212.09,211.44,211.92,7089000.0
2019-12-26,212.26,213.81,212.23,213.79,17067500.0
2019-12-27,214.54,214.56,213.04,213.61,18134100.0
2019-12-30,213.5,213.63,211.16,212.21,21815500.0
2019-12-31,211.53,212.76,211.2,212.61,18170900.0
2020-01-02,214.4,216.16,213.98,216.16,30969400.0
2020-01-03,213.3,215.47,213.28,214.18,27518900.0
2020-01-06,212.5,215.59,212.24,215.56,21655300.0
2020-01-07,215.64,216.14,214.85,215.53,22139300.0
2020-01-08,215.5,218.14,215.16,217.15,26397300.0
2020-01-09,218.94,219.41,217.71,218.99,23547000.0
2020-01-10,219.85,219.87,218.04,218.43,21898500.0
2020-01-13,219.33,220.98,218.98,220.95,22756900.0
2020-01-14,220.84,221.21,219.74,220.08,24418100.0
2020-01-15,220.2,221.2,219.45,220.17,25742100.0
2020-01-16,221.27,222.32,220.8,222.28,18805000.0
2020-01-17,223.28,223.56,222.12,223.38,24325200.0
2020-01-21,222.76,223.84,222.66,223.28,21146300.0
2020-01-22,224.41,225.15,223.59,223.87,20736400.0
2020-01-23,223.74,224.69,222.7,224.59,26496100.0
2020-01-24,225.64,225.88,221.67,222.7,37436500.0
2020-01-27,217.67,219.28,217.18,218.1,42264400.0
2020-01-28,219.64,221.96,219.06,221.45,26731900.0
2020-01-29,222.68,222.93,220.83,221.81,28924500.0
2020-01-30,220.38,222.7,219.69,222.6,39568100.0
2020-01-31,223.53,223.56,218.29,219.07,52015800.0
2020-02-03,220.14,222.89,219.99,222.38,25408600.0
2020-02-04,225.42,227.86,224.65,227.47,30691200.0
2020-02-05,230.21,230.25,226.85,228.22,38534800.0
2020-02-06,228.79,230.25,227.98,230.19,22467100.0
2020-02-07,229.16,230.44,228.54,229.2,25884900.0
2020-02-10,228.44,231.98,228.38,231.97,21478900.0
2020-02-11,233.25,234.02,231.4,232.01,30198000.0
2020-02-12,233.38,234.38,232.8,234.27,24471300.0
2020-02-13,232.64,234.93,232.36,233.97,22773200.0
2020-02-14,234.34,234.86,233.55,234.64,23438500.0
2020-02-18,233.5,235.17,233.25,234.73,24394500.0
2020-02-19,236.13,237.47,235.85,236.98,22230500.0
2020-02-20,236.46,236.95,231.88,234.78,42604000.0
2020-02-21,233.61,234.01,229.32,230.27,66017200.0
2020-02-24,221.68,224.25,220.26,221.39,84522600.0
2020-02-25,223.25,223.99,214.74,215.37,97743000.0
2020-02-26,216.71,220.28,214.9,216.48,79537700.0
2020-02-27,210.9,216.42,205.5,205.64,121822600.0
2020-02-28,198.64,207.17,198.17,205.8,148173700.0
2020-03-02,208.88,216.57,205.94,216.42,112933900.0
2020-03-03,217.11,219.61,207.62,209.48,131953500.0
2020-03-04,213.32,218.33,211.37,218.22,73086200.0
2020-03-05,212.69,216.36,210.1,211.59,78705500.0
2020-03-06,204.67,209.15,202.91,208.02,89828400.0
2020-03-09,193.48,201.16,192.11,193.57,116424000.0
2020-03-10,201.11,204.3,193.68,204.11,100599200.0
2020-03-11,199.35,200.75,192.73,195.22,89168800.0
2020-03-12,182.09,190.78,176.94,177.32,137820700.0
2020-03-13,187.07,194.48,178.13,192.34,134882000.0
2020-03-16,174.15,184.68,169.16,169.3,92054400.0
2020-03-17,175.47,184.39,169.78,182.14,121257100.0
2020-03-18,171.61,179.22,166.8,176.6,114156300.0
2020-03-19,175.69,183.49,171.63,177.66,120896500.0
2020-03-20,181.74,182.87,170.1,170.7,118983900.0
2020-03-23,170.92,174.21,164.93,170.46,124639800.0
2020-03-24,179.91,183.83,177.95,183.66,94881800.0
2020-03-25,184.42,189.51,179.98,182.3,88754900.0
2020-03-26,183.87,192.72,183.61,191.9,79887600.0
2020-03-27,186.93,190.51,184.66,185.3,58845000.0
2020-03-30,187.06,192.49,186.34,192.04,49356900.0
2020-03-31,191.72,195.25,189.2,190.4,62659300.0
2020-04-01,184.77,187.66,180.86,182.31,53715400.0
2020-04-02,181.24,190.1,180.97,186.01,56465300.0
2020-04-03,185.55,187.07,181.29,183.37,47487600.0
2020-04-06,190.48,197.65,189.19,196.48,64763500.0
2020-04-07,202.37,202.66,196.0,196.4,69904500.0
2020-04-08,198.15,201.17,196.17,200.57,45940400.0
2020-04-09,202.35,203.22,199.03,200.86,68252600.0
2020-04-13,200.0,203.42,198.75,203.03,42853900.0
2020-04-14,207.23,212.5,206.42,211.86,63959600.0
2020-04-15,208.48,211.83,207.12,209.43,47036000.0
2020-04-16,211.69,214.37,209.69,213.25,64657400.0
2020-04-17,216.17,216.51,212.08,215.29,62863200.0
2020-04-20,213.36,215.88,212.57,212.74,38249100.0
2020-04-21,210.6,211.16,203.63,204.89,72932800.0
2020-04-22,209.1,212.35,208.33,210.97,40089100.0
2020-04-23,211.79,214.44,210.1,210.52,43278500.0
2020-04-24,210.97,214.3,209.5,213.84,34231900.0
2020-04-27,216.19,216.63,214.5,215.56,36451700.0
2020-04-28,217.32,217.32,211.21,211.5,46862800.0
2020-04-29,216.19,219.97,215.14,219.0,48716400.0
2020-04-30,219.95,220.04,217.35,218.91,43359500.0
2020-05-01,214.5,216.67,211.68,212.74,48795000.0
2020-05-04,211.46,215.45,211.12,215.22,32841000.0
2020-05-05,217.44,220.14,216.85,217.66,37783100.0
2020-05-06,219.4,221.04,218.11,219.0,36455200.0
2020-05-07,221.82,222.73,220.42,221.82,38624800.0
2020-05-08,223.55,225.0,222.48,224.86,31852300.0
2020-05-11,223.49,227.93,223.25,226.87,35714100.0
2020-05-12,227.49,228.1,222.09,222.12,41054100.0
2020-05-13,222.66,224.61,216.71,219.34,65521200.0
2020-05-14,217.97,221.87,215.99,221.83,51549300.0
2020-05-15,218.78,223.33,218.33,223.27,55747200.0
2020-05-18,226.28,228.68,225.47,227.43,42398100.0
2020-05-19,227.7,229.85,226.71,226.86,36237300.0
2020-05-20,229.5,231.76,229.48,231.39,37417000.0
2020-05-21,231.44,232.14,228.34,228.87,43642900.0
2020-05-22,228.45,229.87,227.5,229.66,28762400.0
2020-05-26,233.36,233.57,228.79,229.04,33055300.0
2020-05-27,228.69,230.41,223.94,230.29,55665600.0
2020-05-28,229.11,233.47,229.05,229.99,42784300.0
2020-05-29,230.38,233.6,228.76,233.36,50691800.0
2020-06-01,232.46,234.45,232.0,234.06,25776000.0
2020-06-02,234.5,235.69,232.01,235.63,33383400.0
2020-06-03,236.26,237.47,235.35,236.69,37228700.0
2020-06-04,236.33,237.79,233.68,235.03,38716100.0
2020-06-05,236.22,240.3,235.63,239.69,47365600.0
2020-06-08,239.54,241.68,237.91,241.55,32937300.0
2020-06-09,240.66,244.18,240.47,243.3,35046300.0
2020-06-10,245.05,247.82,244.51,246.22,58084400.0
2020-06-11,242.16,243.59,233.96,234.02,72919400.0
2020-06-12,239.09,240.4,231.74,235.88,72034800.0
2020-06-15,232.44,239.45,231.47,238.75,45307400.0
2020-06-16,243.78,244.39,239.1,242.85,48890100.0
2020-06-17,244.4,245.5,242.73,243.62,34749300.0
2020-06-18,243.29,244.53,242.49,244.28,30578600.0
2020-06-19,246.73,247.0,242.45,244.24,49422100.0
2020-06-22,243.68,246.87,243.38,246.74,24068700.0
2020-06-23,248.39,251.15,247.82,248.84,32767400.0
2020-06-24,248.06,249.33,242.16,243.71,46032400.0
2020-06-25,243.8,246.34,241.14,246.03,36940800.0
2020-06-26,245.78,245.96,239.68,240.22,52824600.0
2020-06-29,239.97,242.85,237.35,242.84,34377800.0
2020-06-30,242.77,248.16,242.58,247.6,38909200.0
2020-07-01,247.64,251.52,247.08,250.49,34689200.0
2020-07-02,253.02,254.27,251.71,252.19,31956500.0
2020-07-06,255.45,258.93,255.43,258.39,34589000.0
2020-07-07,258.13,260.88,256.3,256.61,36578200.0
2020-07-08,257.98,260.02,256.5,259.99,30426300.0
2020-07-09,261.97,262.87,257.63,262.18,40312900.0
2020-07-10,262.03,264.23,259.26,263.97,32885300.0
2020-07-13,266.91,269.79,257.69,258.54,64108100.0
2020-07-14,255.93,260.79,252.76,260.37,72230500.0
2020-07-15,261.83,262.69,257.49,260.9,54523900.0
2020-07-16,258.02,259.78,255.62,259.12,47594100.0
2020-07-17,259.59,260.31,257.17,259.42,35137900.0
2020-07-20,260.08,267.43,258.79,266.78,40610100.0
2020-07-21,268.4,268.41,263.13,264.0,43243800.0
2020-07-22,264.51,265.89,262.55,264.93,29865500.0
2020-07-23,264.51,265.24,256.55,258.01,51363500.0
2020-07-24,254.04,256.93,251.32,255.56,54054500.0
2020-07-27,257.26,260.52,256.45,260.12,36445700.0
2020-07-28,259.31,259.85,256.51,256.81,31302400.0
2020-07-29,258.4,260.66,257.91,259.77,27556900.0
2020-07-30,257.74,261.71,256.55,261.13,41774500.0
2020-07-31,265.91,265.95,260.85,265.79,53686300.0
2020-08-03,268.0,270.15,267.87,269.38,32081600.0
2020-08-04,268.86,270.48,268.09,270.38,24911300.0
2020-08-05,270.88,271.52,269.96,271.05,21612100.0
2020-08-06,270.85,274.98,270.19,274.64,28048200.0
2020-08-07,274.08,274.88,269.25,271.47,44969400.0
2020-08-10,271.77,271.98,266.67,270.31,35088400.0
2020-08-11,269.11,270.44,264.63,265.19,43104300.0
2020-08-12,267.42,272.84,267.37,271.86,38773400.0
2020-08-13,272.66,274.83,271.51,272.48,31895700.0
2020-08-14,273.12,273.4,270.72,272.16,30799500.0
2020-08-17,273.93,275.84,272.2,275.32,24803000.0
2020-08-18,276.42,278.46,274.91,277.97,23529500.0
2020-08-19,277.93,279.02,275.57,276.1,31999400.0
2020-08-20,275.28,280.43,274.86,279.93,27723400.0
2020-08-21,280.13,282.34,279.46,281.87,34748900.0
2020-08-24,285.25,286.0,281.27,283.63,36418500.0
2020-08-25,282.83,286.06,282.37,285.86,34866600.0
2020-08-26,287.15,292.22,285.83,291.96,42216700.0
2020-08-27,292.97,293.85,288.71,291.05,49482700.0
2020-08-28,292.33,293.18,290.93,292.53,28021000.0
2020-08-31,293.07,296.75,292.62,294.88,36321000.0
2020-09-01,297.62,300.04,295.79,299.92,36216200.0
2020-09-02,303.28,303.5,296.89,302.76,50836800.0
2020-09-03,298.1,298.62,284.41,287.41,110083300.0
2020-09-04,285.56,288.93,271.8,283.58,123959000.0
2020-09-08,272.22,278.22,269.66,269.95,99568600.0
2020-09-09,275.64,280.05,273.0,277.88,64837900.0
2020-09-10,280.94,282.2,270.56,272.34,69667500.0
2020-09-11,274.15,275.22,266.9,270.45,71809000.0
2020-09-14,274.36,277.22,272.96,275.16,38525200.0
2020-09-15,279.03,280.45,275.13,279.06,41849900.0
2020-09-16,279.88,280.36,274.25,274.61,42321000.0
2020-09-17,267.55,274.4,266.68,270.32,81570800.0
2020-09-18,271.79,272.09,262.63,266.87,86251100.0
2020-09-21,262.47,267.65,260.11,267.51,57168600.0
2020-09-22,269.99,273.08,266.54,272.48,41128900.0
2020-09-23,272.15,272.34,263.25,264.16,48837300.0
2020-09-24,261.39,268.7,261.22,265.39,70631700.0
2020-09-25,265.91,272.4,264.3,271.56,55242400.0
2020-09-28,276.58,277.2,271.67,277.2,58438300.0
2020-09-29,276.62,277.71,275.37,275.95,27050000.0
2020-09-30,276.15,281.09,275.87,277.84,49380800.0
2020-10-01,281.79,282.88,279.84,282.25,50020200.0
2020-10-02,276.02,282.24,273.44,274.31,75497400.0
2020-10-05,276.34,280.49,276.23,280.16,28184600.0
2020-10-06,279.45,281.19,274.25,275.16,49704200.0
2020-10-07,277.89,280.74,277.28,279.92,27539700.0
2020-10-08,282.4,282.47,280.31,281.41,25443300.0
2020-10-09,283.11,285.79,282.71,285.71,30201100.0
2020-10-12,290.55,297.46,289.47,294.53,79370700.0
2020-10-13,296.39,297.05,293.11,294.52,64240000.0
2020-10-14,295.35,296.35,290.26,292.06,36949100.0
2020-10-15,287.2,290.71,286.54,290.1,42514200.0
2020-10-16,291.8,293.27,288.15,288.51,40570700.0
2020-10-19,290.49,291.48,282.79,283.8,36756800.0
2020-10-20,284.56,287.62,282.95,284.41,32195400.0
2020-10-21,284.67,287.32,283.69,284.19,29306100.0
2020-10-22,285.05,285.98,280.82,284.18,32196200.0
2020-10-23,284.77,284.91,281.78,284.74,24658500.0
2020-10-26,282.38,285.3,276.76,280.47,38421100.0
2020-10-27,281.5,283.51,280.2,282.66,30559100.0
2020-10-28,278.01,278.64,271.38,271.64,53413500.0
