Date,Open,High,Low,Close,Volume
2017-08-09,143.12,144.19,142.79,144.12,36169500.0
2017-08-10,143.3,143.4,140.89,141.03,63331700.0
2017-08-11,141.22,142.41,140.9,142.1,45862500.0
2017-08-14,143.23,144.15,143.19,143.93,34161000.0
2017-08-15,144.29,144.3,143.64,144.03,25509200.0
2017-08-16,144.39,144.96,143.8,144.28,31913000.0
2017-08-17,143.72,143.94,141.33,141.33,70191000.0
2017-08-18,141.41,142.2,140.65,141.23,60751900.0
2017-08-21,141.22,141.53,140.18,141.05,37111500.0
2017-08-22,141.81,143.35,141.76,143.2,36294200.0
2017-08-23,142.48,143.01,142.38,142.69,25702300.0
2017-08-24,143.01,143.17,141.47,142.27,38160800.0
2017-08-25,142.82,143.18,141.78,141.97,26380400.0
2017-08-28,142.4,142.74,141.95,142.41,15362100.0
2017-08-29,141.19,143.21,141.06,142.97,24498300.0
2017-08-30,143.09,144.89,143.0,144.65,33642700.0
2017-08-31,145.06,146.21,144.98,146.2,38480700.0
2017-09-01,146.39,146.59,145.61,146.0,22293600.0
2017-09-05,145.57,145.88,143.6,144.69,44794300.0
2017-09-06,145.06,145.46,144.08,145.13,30722700.0
2017-09-07,145.4,145.84,144.94,145.47,22721100.0
2017-09-08,145.28,145.35,144.06,144.21,27890100.0
2017-09-11,145.34,146.12,145.3,145.87,27126300.0
2017-09-12,146.28,146.41,145.53,146.22,30256700.0
2017-09-13,145.97,146.44,145.73,146.42,28450900.0
2017-09-14,145.85,146.29,145.47,145.56,35296400.0
2017-09-15,145.53,146.59,145.29,146.06,46422400.0
2017-09-18,145.91,146.37,145.11,145.55,24858200.0
2017-09-19,145.81,146.01,145.31,145.8,20871200.0
2017-09-20,145.75,145.91,144.23,145.35,34236200.0
2017-09-21,145.25,145.26,143.95,144.46,28841800.0
2017-09-22,144.0,144.53,143.85,144.32,21702400.0
2017-09-25,143.75,143.83,142.1,142.8,54947700.0
2017-09-26,143.53,143.8,142.67,143.17,29628800.0
2017-09-27,143.93,145.0,143.57,144.46,33249400.0
2017-09-28,144.11,144.56,143.78,144.41,24149400.0
2017-09-29,144.7,145.56,144.32,145.45,43102400.0
2017-10-02,145.67,146.17,144.93,145.58,27351300.0
2017-10-03,145.77,146.06,145.45,145.89,19715200.0
2017-10-04,145.61,146.34,145.47,146.03,26381100.0
2017-10-05,146.56,147.54,146.41,147.46,31562400.0
2017-10-06,146.96,147.66,146.96,147.66,23561100.0
2017-10-09,147.85,148.01,147.3,147.49,13704800.0
2017-10-10,147.99,148.14,146.95,147.6,19223100.0
2017-10-11,147.53,148.07,147.34,148.04,12439100.0
2017-10-12,147.82,148.35,147.62,147.77,14513500.0
2017-10-13,148.37,148.51,147.78,148.34,18409900.0
2017-10-16,148.71,148.89,148.39,148.85,21809400.0
2017-10-17,148.8,149.06,148.57,149.04,13138200.0
2017-10-18,149.19,149.21,148.64,148.86,17218200.0
2017-10-19,147.99,148.33,147.27,148.31,27680300.0
2017-10-20,148.91,149.04,148.53,148.71,30173300.0
2017-10-23,149.02,149.03,147.53,147.74,29297100.0
2017-10-24,148.03,148.3,147.44,147.99,20289500.0
2017-10-25,147.7,148.18,146.33,147.43,36179100.0
2017-10-26,147.34,147.71,146.92,146.96,28230200.0
2017-10-27,149.43,151.52,149.2,151.24,60165100.0
2017-10-30,151.13,152.19,150.99,151.58,31733400.0
2017-10-31,152.07,152.37,151.63,152.15,26319300.0
2017-11-01,152.76,152.83,151.5,152.1,29481600.0
2017-11-02,151.93,151.99,150.77,151.81,31017400.0
2017-11-03,152.36,153.29,151.84,153.27,26199200.0
2017-11-06,153.15,153.85,153.1,153.79,28693900.0
2017-11-07,153.67,154.08,153.34,153.88,21333100.0
2017-11-08,153.8,154.54,153.62,154.5,17373500.0
2017-11-09,153.23,153.77,152.11,153.69,40594500.0
2017-11-10,153.33,153.8,153.06,153.68,20150800.0
2017-11-13,153.1,154.07,153.1,153.87,12522400.0
2017-11-14,153.33,153.5,152.57,153.31,25173800.0
2017-11-15,152.65,153.0,151.78,152.59,24808000.0
2017-11-16,153.36,154.89,153.33,154.54,34790600.0
2017-11-17,154.58,154.69,153.8,153.95,28725800.0
2017-11-20,154.06,154.2,153.61,153.83,21143900.0
2017-11-21,154.56,155.57,154.49,155.5,20147800.0
2017-11-22,155.64,155.84,155.34,155.69,17299000.0
2017-11-24,155.85,156.31,155.76,156.26,8280600.0
2017-11-27,156.21,156.56,155.83,156.19,22653400.0
2017-11-28,156.54,156.69,155.7,156.59,25227300.0
2017-11-29,156.41,156.45,153.12,153.86,71986300.0
2017-11-30,154.51,155.45,154.15,155.15,56595500.0
2017-12-01,154.2,155.24,152.26,154.49,59015800.0
2017-12-04,155.46,155.63,152.56,152.71,51319100.0
2017-12-05,152.68,154.55,152.1,152.81,40604200.0
2017-12-06,152.24,153.74,152.06,153.5,28647800.0
2017-12-07,153.49,154.46,153.33,154.02,32666200.0
2017-12-08,155.15,155.53,154.46,154.7,28081700.0
2017-12-11,154.77,155.95,154.76,155.9,20821500.0
2017-12-12,155.83,156.15,155.36,155.69,20310300.0
2017-12-13,156.32,156.49,155.76,155.99,24418500.0
2017-12-14,156.26,156.66,155.71,155.88,24594700.0
2017-12-15,156.49,157.82,156.23,157.65,49816200.0
2017-12-18,158.36,158.77,158.07,158.64,26844500.0
2017-12-19,158.34,158.5,157.26,157.7,31415000.0
2017-12-20,158.25,158.28,156.91,157.53,38972600.0
2017-12-21,157.75,158.25,157.37,157.55,18638700.0
2017-12-22,157.31,157.43,156.95,157.37,23330400.0
2017-12-26,156.49,156.72,155.95,156.52,21918700.0
2017-12-27,156.53,156.96,156.39,156.54,22388200.0
2017-12-28,157.04,157.07,156.54,156.73,25393800.0
2017-12-29,156.87,156.9,155.7,155.76,33186000.0
2018-01-02,156.56,158.53,156.17,158.49,32573300.0
2018-01-03,158.64,160.17,158.61,160.03,29383600.0
2018-01-04,160.58,160.79,160.08,160.31,24776100.0
2018-01-05,161.07,162.03,160.77,161.92,26992300.0
2018-01-08,161.92,162.63,161.86,162.55,23159100.0
2018-01-09,162.87,163.04,162.07,162.56,24782400.0
2018-01-10,161.84,162.21,161.12,162.18,34004000.0
2018-01-11,162.46,163.3,162.21,163.29,20473500.0
2018-01-12,163.15,164.66,162.94,164.49,37762700.0
2018-01-16,165.58,166.42,163.53,164.02,41231800.0
2018-01-17,164.8,166.04,164.0,165.79,33849900.0
2018-01-18,165.53,166.2,165.14,165.82,26432200.0
2018-01-19,166.31,166.61,165.54,166.34,38937600.0
2018-01-22,166.28,168.12,166.09,168.12,26081400.0
2018-01-23,168.64,169.66,168.56,169.51,37989700.0
2018-01-24,169.87,170.24,167.44,168.41,54287400.0
2018-01-25,169.57,169.63,167.81,168.35,28925000.0
2018-01-26,169.29,170.95,168.96,170.93,32038200.0
2018-01-29,170.57,170.91,169.74,170.1,37277800.0
2018-01-30,168.55,169.42,167.82,168.7,44987700.0
2018-01-31,169.65,169.99,168.34,169.4,42449200.0
2018-02-01,168.1,169.73,167.42,167.96,38037900.0
2018-02-02,167.3,167.7,164.47,164.61,68478100.0
2018-02-05,163.07,165.75,158.0,158.12,105372200.0
2018-02-06,155.81,162.51,155.1,162.31,118537900.0
2018-02-07,161.79,163.55,160.2,160.21,91028300.0
2018-02-08,160.62,160.8,153.45,153.45,94184800.0
2018-02-09,155.62,157.24,150.13,156.1,113836600.0
2018-02-12,157.7,159.95,156.46,158.87,63050600.0
2018-02-13,157.96,160.01,157.72,159.69,31785600.0
2018-02-14,158.75,162.93,158.0,162.68,52107400.0
2018-02-15,164.14,165.7,162.44,165.7,51633900.0
2018-02-16,165.16,166.76,164.68,164.96,62256300.0
2018-02-20,164.38,166.68,164.31,165.29,36785600.0
2018-02-21,166.1,167.72,164.72,164.82,41161800.0
2018-02-22,165.54,166.42,164.38,164.8,37074400.0
2018-02-23,166.13,168.17,165.45,168.17,50096900.0
2018-02-26,168.96,170.4,168.82,170.4,39266700.0
2018-02-27,170.45,170.73,168.21,168.29,42209900.0
2018-02-28,169.25,169.8,167.1,167.21,42936300.0
2018-03-01,167.3,168.07,163.0,164.48,76809900.0
2018-03-02,162.5,166.28,161.96,165.99,57445100.0
2018-03-05,165.21,168.26,164.59,167.83,38540200.0
2018-03-06,168.65,169.11,167.48,168.54,29480900.0
2018-03-07,167.25,169.07,166.96,168.93,34609400.0
2018-03-08,169.63,169.98,168.95,169.86,25828400.0
2018-03-09,171.07,173.16,170.82,173.16,38310500.0
2018-03-12,173.67,174.48,173.28,174.08,37635000.0
2018-03-13,174.48,175.21,171.27,171.71,55638900.0
2018-03-14,172.61,172.74,170.93,171.68,40536400.0
2018-03-15,171.8,172.53,170.9,171.53,28810400.0
2018-03-16,171.82,172.2,170.94,171.02,31176700.0
2018-03-19,169.1,169.22,165.64,167.1,71395100.0
2018-03-20,167.17,168.04,166.61,167.65,34075700.0
2018-03-21,167.21,168.76,166.19,166.92,43863500.0
2018-03-22,164.61,165.77,162.59,162.8,66607300.0
2018-03-23,162.61,163.3,158.43,158.51,80110400.0
2018-03-26,161.72,164.6,159.16,164.4,57481500.0
2018-03-27,165.62,165.62,157.68,159.08,78889100.0
2018-03-28,158.17,159.78,156.04,157.25,89369700.0
2018-03-29,158.1,161.71,156.63,160.13,68692600.0
2018-04-02,158.99,159.74,153.88,155.51,85549400.0
2018-04-03,156.87,157.92,154.44,157.26,64090000.0
2018-04-04,154.22,160.23,154.04,159.74,65768700.0
2018-04-05,161.33,161.58,159.48,160.65,43054900.0
2018-04-06,158.88,160.46,155.88,156.63,59870900.0
2018-04-09,157.98,160.88,157.46,157.73,41810400.0
2018-04-10,160.21,161.73,159.07,161.21,48296800.0
2018-04-11,160.2,162.0,160.1,160.28,41622100.0
2018-04-12,161.25,162.77,161.16,162.21,30467900.0
2018-04-13,163.02,163.26,160.67,161.37,44604900.0
2018-04-16,162.5,163.19,161.48,162.6,28180800.0
2018-04-17,164.24,166.46,163.91,166.1,35536100.0
2018-04-18,166.1,167.0,165.31,166.44,29573900.0
2018-04-19,165.6,165.99,164.34,164.91,34705700.0
2018-04-20,164.49,164.61,161.73,162.3,49197100.0
2018-04-23,163.09,163.73,161.02,161.89,33040600.0
2018-04-24,162.66,162.91,157.39,158.46,70256800.0
2018-04-25,158.74,159.31,156.47,158.65,52089300.0
2018-04-26,160.7,162.53,160.18,161.99,43005500.0
2018-04-27,164.37,164.41,161.17,162.09,51043400.0
2018-04-30,162.47,163.48,160.54,160.94,35615300.0
2018-05-01,160.52,162.8,160.14,162.78,36513500.0
2018-05-02,163.06,163.57,161.63,161.82,38646800.0
2018-05-03,161.0,162.4,159.22,161.8,60337100.0
2018-05-04,161.1,165.25,160.98,164.87,41543200.0
2018-05-07,165.64,166.78,165.51,166.24,32500200.0
2018-05-08,165.89,166.43,164.86,166.07,26040200.0
2018-05-09,166.37,168.0,165.78,167.88,29122700.0
2018-05-10,168.42,169.74,168.29,169.62,27067600.0
2018-05-11,169.42,169.86,168.72,169.46,24688800.0
2018-05-14,169.85,170.82,169.47,169.75,21821700.0
2018-05-15,168.41,168.5,166.98,167.87,49361600.0
2018-05-16,168.09,169.37,168.01,168.98,22941200.0
2018-05-17,168.39,169.61,167.51,168.33,27480200.0
2018-05-18,167.68,168.26,167.21,167.46,26217900.0
2018-05-21,168.76,169.5,167.68,168.4,22954600.0
2018-05-22,169.17,169.45,167.88,168.18,19477700.0
2018-05-23,166.9,169.62,166.88,169.6,26557800.0
2018-05-24,169.55,169.85,167.84,169.55,27696500.0
2018-05-25,169.53,170.33,169.21,169.72,27460500.0
2018-05-29,168.95,169.92,167.96,168.97,41220500.0
2018-05-30,169.58,170.48,169.22,170.18,22665800.0
2018-05-31,170.18,171.2,169.63,170.07,35670900.0
2018-06-01,170.92,172.84,170.87,172.74,45543300.0
2018-06-04,173.18,174.34,173.07,174.3,20459600.0
2018-06-05,174.71,175.13,174.07,174.84,24779300.0
2018-06-06,175.02,175.89,174.14,175.86,25036600.0
2018-06-07,175.89,175.93,173.55,174.43,39600300.0
2018-06-08,173.61,174.88,173.18,174.44,31780300.0
2018-06-11,174.31,175.34,174.28,174.91,22319700.0
2018-06-12,175.15,176.0,174.96,175.83,22511800.0
2018-06-13,176.1,177.14,175.43,175.82,37858600.0
2018-06-14,176.63,177.89,176.5,177.6,35916000.0
2018-06-15,176.93,177.33,176.11,176.98,49615700.0
2018-06-18,175.49,176.65,174.94,176.5,31633200.0
2018-06-19,174.27,176.04,173.71,176.0,38236000.0
2018-06-20,176.81,177.98,176.65,177.25,33038000.0
2018-06-21,177.7,177.88,175.37,175.71,43469400.0
2018-06-22,176.3,176.37,174.69,175.32,30073200.0
2018-06-25,173.73,173.99,169.81,171.37,77799700.0
2018-06-26,172.0,173.06,171.37,172.07,39008100.0
2018-06-27,172.8,173.58,169.61,169.73,52843500.0
2018-06-28,169.52,171.77,169.17,171.19,46407700.0
2018-06-29,172.01,172.92,171.4,171.65,36408500.0
2018-07-02,170.04,172.85,169.67,172.8,31770000.0
2018-07-03,173.45,173.45,170.63,170.8,25512700.0
2018-07-05,171.91,173.06,171.03,172.92,31626200.0
2018-07-06,173.32,175.74,173.0,175.61,37005600.0
2018-07-09,176.52,177.23,175.82,177.19,27362100.0
2018-07-10,177.52,177.72,176.71,177.32,23902500.0
2018-07-11,175.93,177.07,175.8,176.42,30280600.0
2018-07-12,177.2,179.46,177.08,179.46,27930100.0
2018-07-13,179.45,179.9,178.95,179.61,28049800.0
2018-07-16,179.65,179.95,178.88,179.18,21405300.0
2018-07-17,177.28,180.65,177.28,180.27,31034100.0
2018-07-18,180.29,180.44,179.38,179.93,23220800.0
2018-07-19,179.28,179.88,178.82,179.03,31094100.0
2018-07-20,179.57,180.17,178.79,178.99,35897300.0
2018-07-23,178.46,179.64,177.74,179.56,22184700.0
2018-07-24,181.41,182.05,179.56,180.3,36900300.0
2018-07-25,180.38,182.93,180.29,182.82,35026600.0
2018-07-26,180.34,180.92,179.81,180.05,40873500.0
2018-07-27,181.19,181.31,176.6,177.62,59456100.0
2018-07-30,177.63,177.73,174.27,175.11,60193000.0
2018-07-31,175.8,177.13,174.82,176.45,47285100.0
2018-08-01,176.86,177.65,176.1,177.12,37101900.0
2018-08-02,175.87,179.74,175.79,179.53,47178200.0
2018-08-03,179.87,180.09,179.08,180.08,28934400.0
2018-08-06,179.96,181.19,179.74,181.14,24808800.0
2018-08-07,181.65,182.14,181.26,181.8,29895700.0
2018-08-08,181.55,182.35,181.06,182.02,22680700.0
2018-08-09,181.91,182.63,181.64,181.91,18852900.0
2018-08-10,180.68,181.22,179.84,180.52,33818500.0
2018-08-13,180.85,182.01,180.24,180.32,26089200.0
2018-08-14,181.01,181.66,180.04,181.45,20913000.0
2018-08-15,180.01,180.58,178.12,179.23,58528000.0
2018-08-16,180.61,180.99,179.47,179.82,27711800.0
2018-08-17,179.35,180.31,178.27,179.86,36092600.0
2018-08-20,180.26,180.33,179.0,179.7,24939000.0
2018-08-21,180.24,181.44,180.13,180.36,26258700.0
2018-08-22,179.98,181.27,179.75,181.06,18042400.0
2018-08-23,180.74,182.05,180.5,180.8,25776200.0
2018-08-24,181.4,182.63,181.36,182.48,23136100.0
2018-08-27,183.4,184.34,183.11,184.34,29343600.0
2018-08-28,184.83,185.02,184.22,184.61,20277000.0
2018-08-29,184.93,186.84,184.86,186.74,29175600.0
2018-08-30,186.38,187.52,185.79,186.41,29315500.0
2018-08-31,186.18,187.18,185.98,186.65,28653200.0
2018-09-04,186.08,186.4,184.85,185.85,29063500.0
2018-09-05,185.52,185.55,182.82,183.45,42623300.0
2018-09-06,183.53,183.75,180.58,181.81,46091400.0
2018-09-07,180.5,182.67,180.44,181.11,46629500.0
2018-09-10,182.15,182.25,180.73,181.72,26132000.0
2018-09-11,180.99,183.42,180.52,183.12,30116500.0
2018-09-12,182.85,182.98,181.01,182.58,36204000.0
2018-09-13,183.72,184.88,183.64,184.53,31133200.0
2018-09-14,184.66,184.95,183.26,183.99,31224100.0
2018-09-17,183.68,183.81,181.17,181.34,33071200.0
2018-09-18,181.49,183.73,181.4,182.84,31877300.0
2018-09-19,182.87,183.3,181.51,182.7,31843400.0
2018-09-20,183.96,184.97,183.52,184.72,33295800.0
2018-09-21,185.22,185.48,183.48,183.71,38605400.0
2018-09-24,182.05,183.96,181.3,183.89,34945600.0
2018-09-25,183.81,184.28,183.18,184.14,25277500.0
2018-09-26,184.3,185.99,183.91,184.27,36210600.0
2018-09-27,185.02,186.49,184.92,185.83,33113300.0
2018-09-28,185.31,186.28,184.97,185.79,28076800.0
2018-10-01,186.87,187.53,185.7,186.17,27371300.0
2018-10-02,186.01,187.18,185.32,185.75,25618600.0
2018-10-03,186.53,186.97,185.66,185.95,29128700.0
2018-10-04,185.2,185.32,181.06,182.38,80557300.0
2018-10-05,182.36,182.97,178.43,180.15,83325600.0
2018-10-08,179.52,180.64,176.93,179.05,66864500.0
2018-10-09,179.18,181.02,178.75,179.63,49097900.0
2018-10-10,178.51,178.62,171.5,171.73,114471100.0
2018-10-11,171.02,173.4,167.81,169.6,143084500.0
2018-10-12,174.17,174.86,170.93,174.32,102078400.0
2018-10-15,173.71,174.04,171.56,172.21,64885300.0
2018-10-16,174.02,177.65,173.7,177.22,71979700.0
2018-10-17,178.08,178.26,175.47,177.29,66987600.0
2018-10-18,176.62,176.68,172.44,173.18,82486200.0
2018-10-19,174.58,176.07,172.39,173.02,82923700.0
2018-10-22,174.06,175.25,172.59,173.91,52909300.0
2018-10-23,170.64,174.13,168.82,173.27,77567000.0
2018-10-24,173.07,173.36,165.04,165.34,102997400.0
2018-10-25,167.91,172.08,167.16,171.06,83481100.0
2018-10-26,165.2,169.96,164.23,166.66,130970900.0
2018-10-29,169.21,169.86,160.09,163.23,111871900.0
2018-10-30,162.75,166.04,162.01,165.92,92584000.0
2018-10-31,168.62,171.25,168.54,169.82,73828600.0
2018-11-01,170.07,172.24,168.78,172.06,52706800.0
2018-11-02,171.53,172.55,168.22,169.38,75966800.0
2018-11-05,169.6,169.66,167.08,168.96,39573500.0
2018-11-06,168.97,171.19,168.72,170.24,34410400.0
2018-11-07,172.28,175.58,171.87,175.58,51169600.0
2018-11-08,174.76,175.3,173.63,174.46,40296500.0
2018-11-09,172.83,173.25,170.16,171.52,50602700.0
2018-11-12,170.32,170.64,166.18,166.33,62578400.0
2018-11-13,167.11,169.48,166.0,166.47,64128100.0
2018-11-14,168.12,168.7,164.25,165.2,75270700.0
2018-11-15,164.9,168.54,163.46,168.09,73254300.0
2018-11-16,166.45,168.31,165.78,167.5,65390700.0
2018-11-19,166.7,166.9,161.54,162.06,67280500.0
2018-11-20,158.37,161.38,157.13,159.16,102652800.0
2018-11-21,161.35,161.97,159.23,160.37,42965800.0
2018-11-23,159.09,160.84,159.09,159.21,23503700.0
2018-11-26,161.44,162.97,160.76,162.89,42012600.0
2018-11-27,162.0,163.85,161.18,163.44,36608100.0
2018-11-28,164.62,168.7,163.47,168.7,70141000.0
