Date,Open,High,Low,Close,Adj Close,Volume
2002-11-07,87.050003,87.730003,86.849998,87.730003,40.095169,147900
2002-11-08,88.400002,88.650002,87.949997,88.440002,40.419674,294700
2002-11-11,88.550003,88.919998,88.400002,88.919998,40.639038,70000
2002-11-12,89.150002,89.150002,88.370003,88.410004,40.405952,494300
2002-11-13,88.449997,88.690002,87.959999,88.599998,40.492805,104700
2002-11-14,87.650002,87.650002,86.760002,86.760002,39.651859,118000
2002-11-15,86.540001,87.230003,86.260002,87.110001,39.811825,110700
2002-11-18,87.019997,87.629997,86.959999,87.500000,39.990036,32200
2002-11-19,87.949997,88.230003,87.510002,87.820000,40.136307,51800
2002-11-20,88.199997,88.220001,86.809998,86.959999,39.743252,307400
2002-11-21,86.500000,86.500000,85.860001,86.120003,39.359367,323200
2002-11-22,86.330002,86.389999,85.879997,86.040001,39.322807,184800
2002-11-25,86.000000,86.379997,85.800003,85.879997,39.249664,288200
2002-11-26,86.199997,87.019997,86.150002,86.959999,39.743252,377800
2002-11-27,86.250000,86.330002,84.959999,85.000000,38.847481,325600
2002-11-29,85.160004,85.629997,85.139999,85.550003,39.098831,31700
2002-12-02,84.360001,85.400002,84.150002,85.239998,39.135132,284900
2002-12-03,85.699997,85.699997,85.120003,85.360001,39.190205,113800
2002-12-04,85.900002,86.000000,85.550003,85.800003,39.392216,129000
2002-12-05,85.279999,86.279999,85.260002,86.019997,39.493240,206400
2002-12-06,87.000000,87.089996,85.760002,86.169998,39.562088,440500
2002-12-09,86.199997,86.849998,86.169998,86.650002,39.782440,400300
2002-12-10,86.610001,86.930000,86.500000,86.879997,39.888062,151600
2002-12-11,87.150002,87.650002,86.959999,87.459999,40.154358,163800
2002-12-12,87.059998,87.599998,87.059998,87.379997,40.117615,135800
2002-12-13,87.139999,87.160004,86.529999,86.529999,39.727375,425800
2002-12-16,86.900002,86.900002,85.839996,85.879997,39.428959,115700
2002-12-17,86.300003,86.349998,85.680000,85.879997,39.428959,290600
2002-12-18,86.480003,86.690002,86.250000,86.550003,39.736580,191000
2002-12-19,86.800003,87.489998,86.650002,87.320000,40.090115,134400
2002-12-20,87.230003,87.559998,87.150002,87.379997,40.117615,41900
2002-12-23,87.360001,87.400002,86.250000,87.400002,40.126820,74200
2002-12-24,88.000000,88.080002,87.839996,87.889999,40.351776,46600
2002-12-26,87.900002,88.059998,87.730003,88.059998,40.429832,13500
2002-12-27,88.550003,89.029999,88.279999,89.029999,40.875153,140200
2002-12-30,88.900002,89.239998,88.629997,89.239998,40.971603,274900
2002-12-31,88.949997,89.330002,88.320000,88.570000,40.868225,109400
2003-01-02,87.699997,87.900002,86.209999,86.279999,39.811562,192100
2003-01-03,86.150002,86.540001,85.830002,86.480003,39.903839,311200
2003-01-06,86.169998,86.290001,85.809998,86.250000,39.797722,35600
2003-01-07,86.190002,86.750000,86.169998,86.559998,39.940792,69800
2003-01-08,86.879997,87.139999,86.779999,86.989998,40.139187,160100
2003-01-09,86.169998,86.169998,85.019997,85.320000,39.368610,237500
2003-01-10,85.919998,85.919998,85.120003,85.540001,39.470139,145200
2003-01-13,85.540001,85.870003,85.400002,85.680000,39.534733,53300
2003-01-14,86.000000,86.279999,85.959999,85.980003,39.673141,98900
2003-01-15,86.279999,86.699997,86.199997,86.400002,39.866951,129600
2003-01-16,86.379997,86.599998,85.620003,86.519997,39.922321,57900
2003-01-17,87.099998,87.239998,86.930000,86.949997,40.120693,97700
2003-01-21,86.879997,87.449997,86.800003,87.449997,40.351425,107500
2003-01-22,87.680000,87.900002,87.519997,87.879997,40.549854,107100
2003-01-23,87.320000,87.699997,87.300003,87.449997,40.351425,110700
2003-01-24,87.739998,88.440002,87.739998,87.970001,40.591370,285300
2003-01-27,87.900002,88.040001,87.500000,87.650002,40.443733,150500
2003-01-28,87.650002,87.779999,87.099998,87.650002,40.443733,454700
2003-01-29,87.830002,87.879997,86.980003,87.169998,40.222214,221400
2003-01-30,87.199997,87.900002,87.099998,87.820000,40.522133,108600
2003-01-31,87.900002,88.209999,87.540001,88.059998,40.632908,182300
2003-02-03,87.669998,87.910004,87.309998,87.879997,40.692184,55200
2003-02-04,88.370003,88.400002,88.110001,88.269997,40.872791,56900
2003-02-05,88.230003,88.699997,87.430000,87.510002,40.520840,223300
2003-02-06,87.839996,88.260002,87.790001,88.220001,40.849613,120900
2003-02-07,87.769997,88.519997,87.629997,88.419998,40.942207,247200
2003-02-10,88.120003,88.400002,87.690002,87.800003,40.655128,76600
2003-02-11,87.599998,87.910004,87.430000,87.779999,40.645863,259100
2003-02-12,87.800003,88.129997,87.669998,88.089996,40.789421,121300
2003-02-13,88.269997,89.180000,88.169998,88.570000,41.011692,440200
2003-02-14,88.300003,88.370003,87.610001,87.809998,40.659760,829700
2003-02-18,87.559998,87.980003,87.339996,87.919998,40.710674,213200
2003-02-19,88.389999,88.699997,88.250000,88.519997,40.988514,62100
2003-02-20,88.339996,88.900002,88.339996,88.820000,41.127449,486700
2003-02-21,88.559998,88.720001,88.209999,88.300003,40.886662,250400
2003-02-24,88.879997,88.900002,88.620003,88.720001,41.081123,168200
2003-02-25,89.400002,89.650002,89.000000,89.129997,41.270977,358500
2003-02-26,89.379997,89.750000,89.150002,89.750000,41.558079,334000
2003-02-27,89.459999,89.989998,89.309998,89.900002,41.627506,695700
2003-02-28,89.680000,90.540001,89.580002,90.470001,41.891457,213100
2003-03-03,90.000000,90.449997,89.910004,90.239998,41.942619,204100
2003-03-04,90.129997,90.449997,90.019997,90.300003,41.970474,83100
2003-03-05,90.620003,90.629997,90.040001,90.599998,42.109894,126000
2003-03-06,90.550003,90.680000,90.059998,90.250000,41.947220,166000
2003-03-07,90.720001,90.790001,90.050003,90.559998,42.091286,263800
2003-03-10,90.809998,91.029999,90.680000,91.029999,42.309769,147200
2003-03-11,90.989998,91.160004,90.730003,90.870003,42.235424,82800
2003-03-12,90.919998,91.360001,90.879997,91.199997,42.388771,454800
2003-03-13,90.150002,90.389999,89.519997,89.519997,41.607918,830200
2003-03-14,89.900002,90.120003,89.620003,89.959999,41.812489,590900
2003-03-17,90.519997,90.519997,88.860001,88.879997,41.310455,724400
2003-03-18,88.959999,89.199997,88.010002,88.040001,40.920052,415200
2003-03-19,88.040001,88.070000,87.330002,87.389999,40.617905,398400
2003-03-20,87.820000,87.949997,86.760002,87.250000,40.552834,206700
2003-03-21,86.919998,87.050003,86.050003,86.050003,39.995102,843400
2003-03-24,87.099998,87.599998,86.849998,87.410004,40.627243,373800
2003-03-25,87.650002,87.820000,86.900002,87.309998,40.580750,606400
2003-03-26,87.250000,87.650002,87.250000,87.489998,40.664413,309500
2003-03-27,87.750000,87.870003,87.330002,87.550003,40.692272,191600
2003-03-28,87.919998,88.080002,87.720001,87.750000,40.785244,253400
2003-03-31,88.300003,88.930000,88.300003,88.900002,41.319748,643800
2003-04-01,88.400002,88.790001,87.900002,88.269997,41.202137,289800
2003-04-02,87.650002,87.699997,87.279999,87.349998,40.772690,312200
2003-04-03,87.250000,87.580002,87.139999,87.300003,40.749374,245600
2003-04-04,87.059998,87.300003,86.879997,87.050003,40.632648,184900
2003-04-07,86.220001,86.860001,85.919998,86.849998,40.539330,485400
2003-04-08,87.050003,87.589996,86.989998,87.550003,40.866055,194700
2003-04-09,87.400002,87.860001,87.169998,87.809998,40.987423,102400
2003-04-10,87.750000,87.849998,87.349998,87.400002,40.796051,53300
2003-04-11,86.820000,87.320000,86.589996,87.260002,40.730694,450000
2003-04-14,87.099998,87.110001,86.709999,87.019997,40.618698,207100
2003-04-15,87.330002,87.529999,87.040001,87.489998,40.838043,128500
2003-04-16,87.529999,87.900002,87.470001,87.849998,41.006096,97700
2003-04-17,88.239998,88.400002,87.800003,87.989998,41.071453,106200
2003-04-21,87.480003,87.830002,87.260002,87.800003,40.982758,148000
2003-04-22,88.150002,88.260002,87.620003,87.750000,40.959419,299900
2003-04-23,87.779999,88.010002,87.599998,87.930000,41.043427,42700
2003-04-24,88.400002,88.989998,88.400002,88.720001,41.412216,199000
2003-04-25,88.750000,89.099998,88.680000,88.919998,41.505512,529700
2003-04-28,89.089996,89.089996,88.779999,88.779999,41.440193,80500
2003-04-29,88.529999,88.769997,88.320000,88.629997,41.370159,177500
2003-04-30,88.790001,89.519997,88.730003,89.449997,41.752941,293400
2003-05-01,89.199997,89.599998,88.800003,89.019997,41.773094,231200
2003-05-02,89.059998,89.070000,88.269997,88.320000,41.444630,231500
2003-05-05,88.309998,88.870003,88.199997,88.790001,41.665195,77700
2003-05-06,88.839996,89.400002,88.519997,89.230003,41.871674,260600
2003-05-07,90.000000,90.330002,89.820000,90.269997,42.359669,306900
2003-05-08,90.599998,90.900002,90.279999,90.489998,42.462933,437400
2003-05-09,90.300003,90.620003,90.199997,90.580002,42.505142,110000
2003-05-12,91.139999,91.190002,90.730003,91.150002,42.772682,364700
2003-05-13,90.900002,91.370003,90.830002,91.349998,42.866478,227800
2003-05-14,91.830002,92.980003,91.620003,92.750000,43.523411,1426500
2003-05-15,92.599998,93.570000,92.599998,93.040001,43.659515,810300
2003-05-16,93.480003,93.760002,92.949997,93.720001,43.978611,703900
2003-05-19,94.110001,94.239998,93.129997,93.400002,43.828442,817800
2003-05-20,93.150002,94.779999,93.120003,94.779999,44.476013,606600
2003-05-21,94.250000,95.660004,94.120003,94.769997,44.471348,1799600
2003-05-22,95.099998,95.699997,94.900002,95.610001,44.865501,576200
2003-05-23,95.769997,96.209999,95.639999,95.849998,44.978142,690600
2003-05-27,95.620003,95.709999,94.120003,94.120003,44.166328,846400
2003-05-28,93.900002,94.139999,93.309998,93.959999,44.091228,730500
2003-05-29,94.300003,94.800003,94.070000,94.779999,44.476013,508300
2003-05-30,94.449997,94.739998,93.970001,94.599998,44.391541,722200
2003-06-02,93.879997,93.879997,93.089996,93.510002,44.065456,478600
2003-06-03,93.760002,94.580002,93.709999,94.260002,44.418865,389400
2003-06-04,94.459999,94.709999,94.050003,94.540001,44.550831,394100
2003-06-05,95.199997,95.379997,93.800003,93.800003,44.202106,820900
2003-06-06,93.699997,94.150002,93.379997,94.139999,44.362343,276800
2003-06-09,94.699997,94.879997,94.269997,94.769997,44.659245,282200
2003-06-10,95.080002,95.930000,95.070000,95.900002,45.191692,534800
2003-06-11,96.250000,96.599998,95.699997,95.779999,45.135170,633600
2003-06-12,96.110001,96.730003,96.010002,96.529999,45.488575,315400
2003-06-13,96.930000,97.279999,96.760002,97.180000,45.794899,478400
2003-06-16,97.500000,97.660004,96.260002,96.260002,45.361347,789300
2003-06-17,95.970001,96.029999,95.400002,95.500000,45.003201,691600
2003-06-18,95.059998,95.059998,94.199997,94.279999,44.428360,657600
2003-06-19,93.959999,94.480003,93.500000,94.099998,44.343491,817700
2003-06-20,93.900002,94.050003,93.029999,93.750000,44.178532,561700
2003-06-23,93.820000,94.430000,93.529999,94.309998,44.442436,819900
2003-06-24,94.150002,95.180000,94.010002,95.180000,44.852417,292900
2003-06-25,95.419998,95.489998,93.449997,93.660004,44.136135,1002800
2003-06-26,93.250000,93.250000,92.120003,92.400002,43.542362,1423800
2003-06-27,92.550003,92.550003,91.550003,92.070000,43.386860,735900
2003-06-30,91.919998,92.519997,91.680000,92.500000,43.589470,541900
2003-07-01,92.150002,92.489998,91.510002,91.690002,43.373314,449000
2003-07-02,91.199997,92.070000,91.110001,91.919998,43.482140,338800
2003-07-03,91.699997,91.709999,90.599998,90.599998,42.857723,559100
2003-07-07,90.279999,90.589996,90.019997,90.019997,42.583317,465400
2003-07-08,90.430000,90.480003,89.629997,90.099998,42.621197,389600
2003-07-09,90.529999,90.690002,90.110001,90.389999,42.758362,270400
2003-07-10,90.690002,90.750000,90.120003,90.360001,42.744217,718000
2003-07-11,90.300003,90.790001,90.209999,90.790001,42.947605,389500
2003-07-14,90.680000,90.870003,89.629997,89.750000,42.455589,465900
2003-07-15,89.540001,89.860001,87.400002,87.650002,41.462223,3171100
2003-07-16,87.410004,88.720001,87.150002,88.150002,41.698753,1205400
2003-07-17,87.330002,88.040001,87.180000,87.879997,41.571030,1030600
2003-07-18,87.650002,87.959999,87.440002,87.699997,41.485863,550800
2003-07-21,87.500000,87.599998,85.650002,85.839996,40.606030,1267600
2003-07-22,85.970001,86.360001,85.440002,86.260002,40.804680,1576900
2003-07-23,86.800003,87.050003,86.400002,86.550003,40.941891,1374700
2003-07-24,85.900002,86.080002,85.550003,85.790001,40.582344,701100
2003-07-25,85.980003,86.620003,85.400002,85.559998,40.473579,1273500
2003-07-28,85.239998,85.290001,84.400002,84.410004,39.929546,1268500
2003-07-29,84.180000,85.349998,83.260002,83.260002,39.385586,2139300
2003-07-30,83.739998,84.720001,83.570000,84.199997,39.830212,1963400
2003-07-31,83.690002,83.709999,82.230003,82.949997,39.238907,4706400
2003-08-01,82.099998,82.790001,81.980003,82.510002,39.209492,3061200
2003-08-04,82.480003,83.220001,82.349998,83.220001,39.546844,1858700
2003-08-05,83.209999,83.290001,81.800003,82.029999,38.981350,2413000
2003-08-06,82.500000,83.769997,82.370003,83.650002,39.751198,2549700
2003-08-07,83.800003,84.050003,83.139999,84.000000,39.917503,1796400
2003-08-08,84.339996,84.790001,83.650002,83.660004,39.755947,2399100
2003-08-11,83.550003,83.570000,82.910004,83.239998,39.556362,1355000
2003-08-12,83.419998,83.650002,82.800003,82.849998,39.371025,1534200
2003-08-13,82.199997,82.349998,81.190002,81.250000,38.610703,2258100
2003-08-14,81.440002,82.099998,80.910004,82.050003,38.990829,1612300
2003-08-15,82.199997,82.500000,81.900002,82.000000,38.967098,515100
2003-08-18,82.300003,82.599998,82.010002,82.379997,39.147697,655300
2003-08-19,82.550003,83.650002,82.500000,83.650002,39.751198,1086500
2003-08-20,83.830002,83.870003,82.739998,83.199997,39.537365,503600
2003-08-21,83.059998,83.449997,82.419998,83.000000,39.442333,783600
2003-08-22,82.949997,83.849998,82.900002,83.370003,39.618156,413200
2003-08-25,83.320000,83.540001,82.250000,82.720001,39.309246,648200
2003-08-26,82.449997,83.370003,82.320000,83.370003,39.618156,837200
2003-08-27,83.269997,83.269997,82.610001,82.989998,39.437519,409100
2003-08-28,83.230003,83.980003,83.230003,83.849998,39.846264,557200
2003-08-29,83.940002,83.989998,83.379997,83.650002,39.751198,651100
2003-09-02,83.629997,83.650002,82.040001,82.059998,39.169804,868700
2003-09-03,82.480003,82.480003,81.879997,82.190002,39.231865,639900
2003-09-04,82.489998,82.709999,82.160004,82.650002,39.451458,562900
2003-09-05,83.400002,84.089996,83.169998,84.070000,40.129288,838000
2003-09-08,83.629997,84.449997,83.199997,83.199997,39.713974,621100
2003-09-09,83.519997,83.940002,82.919998,83.800003,40.000378,599900
2003-09-10,83.900002,84.699997,83.820000,84.650002,40.406105,1285900
2003-09-11,84.260002,84.379997,83.800003,84.099998,40.143566,859500
2003-09-12,85.019997,85.379997,84.449997,84.680000,40.420418,1375300
2003-09-15,84.500000,84.889999,84.110001,84.550003,40.358349,367100
2003-09-16,84.370003,84.500000,83.900002,84.419998,40.296310,655200
2003-09-17,84.720001,85.559998,84.480003,85.470001,40.797516,1223900
2003-09-18,85.650002,85.650002,84.830002,85.529999,40.826164,615000
2003-09-19,85.650002,86.029999,85.489998,85.629997,40.873886,869300
2003-09-22,85.000000,85.180000,84.230003,84.949997,40.549274,1126400
2003-09-23,84.879997,85.540001,84.639999,85.529999,40.826164,632100
2003-09-24,85.540001,86.489998,85.339996,86.269997,41.179394,1005300
2003-09-25,86.300003,86.720001,86.150002,86.699997,41.384640,846800
2003-09-26,86.940002,87.489998,86.820000,87.480003,41.756931,1869700
2003-09-29,87.019997,87.449997,86.660004,86.779999,41.422821,743000
2003-09-30,87.000000,88.250000,86.959999,88.220001,42.110195,1623900
2003-10-01,87.500000,87.930000,87.349998,87.519997,41.950558,931900
2003-10-02,86.839996,87.449997,86.400002,87.120003,41.758801,1194100
2003-10-03,86.050003,86.199997,85.099998,85.290001,40.881657,1451200
2003-10-06,85.120003,85.790001,85.080002,85.660004,41.059032,507200
2003-10-07,85.449997,85.570000,84.629997,84.669998,40.584492,594200
2003-10-08,84.449997,84.980003,84.349998,84.650002,40.574871,811800
2003-10-09,83.919998,84.129997,83.650002,84.050003,40.287300,1385600
2003-10-10,84.500000,84.730003,84.300003,84.550003,40.526947,256600
2003-10-13,84.349998,84.500000,84.220001,84.220001,40.368771,116300
2003-10-14,83.750000,84.099998,83.550003,83.639999,40.090790,337100
2003-10-15,83.160004,83.300003,82.849998,83.230003,39.894257,465600
2003-10-16,83.480003,83.769997,82.750000,82.900002,39.736088,564900
2003-10-17,83.080002,83.690002,83.010002,83.540001,40.042812,354500
2003-10-20,83.449997,84.150002,83.419998,83.820000,40.177017,281600
2003-10-21,84.029999,84.379997,83.849998,84.129997,40.325665,429700
2003-10-22,84.599998,85.000000,84.400002,84.949997,40.718681,798000
2003-10-23,85.000000,85.000000,84.019997,84.330002,40.421482,1055600
2003-10-24,85.000000,85.599998,84.660004,85.269997,40.872078,1412200
2003-10-27,85.150002,85.330002,84.800003,85.099998,40.790604,346900
2003-10-28,84.849998,85.690002,84.570000,85.550003,41.006290,2200300
2003-10-29,85.279999,85.349998,84.610001,84.779999,40.637218,926600
2003-10-30,84.000000,84.550003,83.800003,84.400002,40.455048,936300
2003-10-31,84.730003,85.220001,83.739998,85.190002,40.833721,887400
2003-11-03,84.559998,84.580002,84.040001,84.440002,40.640240,957700
2003-11-04,84.650002,84.970001,84.589996,84.919998,40.871273,246500
2003-11-05,84.820000,84.820000,84.260002,84.339996,40.592102,275100
2003-11-06,83.769997,83.919998,83.500000,83.550003,40.211895,861600
2003-11-07,83.120003,83.589996,83.050003,83.500000,40.187866,725700
2003-11-10,83.599998,83.839996,83.199997,83.430000,40.154160,553900
2003-11-11,83.449997,83.500000,83.360001,83.440002,40.158970,99900
2003-11-12,83.860001,84.150002,83.790001,84.050003,40.452545,321400
2003-11-13,84.599998,85.370003,84.540001,85.349998,41.078213,920400
2003-11-14,85.300003,85.959999,85.199997,85.919998,41.352566,484800
2003-11-17,86.139999,86.589996,85.949997,86.050003,41.415146,695000
2003-11-18,85.970001,86.610001,85.779999,86.580002,41.670197,632200
2003-11-19,86.419998,86.620003,85.559998,85.620003,41.208183,553900
2003-11-20,86.250000,86.489998,85.800003,86.449997,41.607635,373300
2003-11-21,86.580002,86.930000,86.500000,86.500000,41.631721,516900
2003-11-24,86.180000,86.309998,85.750000,85.790001,41.290001,573800
2003-11-25,85.949997,86.519997,85.949997,86.260002,41.516212,298700
2003-11-26,86.099998,86.400002,85.330002,85.910004,41.347778,613800
2003-11-28,85.349998,85.400002,85.129997,85.129997,40.972328,311300
2003-12-01,84.400002,84.570000,83.800003,84.239998,40.744045,1106600
2003-12-02,84.400002,84.599998,84.000000,84.599998,40.918156,589100
2003-12-03,84.510002,84.779999,83.949997,84.260002,40.753712,1446100
2003-12-04,84.260002,84.669998,84.190002,84.449997,40.845596,561500
2003-12-05,85.300003,86.230003,85.120003,85.800003,41.498543,1163800
2003-12-08,85.779999,85.779999,85.089996,85.199997,41.208351,436200
2003-12-09,85.449997,85.699997,84.360001,84.599998,40.918156,939200
2003-12-10,85.070000,85.099998,84.550003,84.739998,40.985874,555700
2003-12-11,84.510002,85.379997,84.370003,85.349998,41.280918,510500
2003-12-12,85.419998,85.879997,85.419998,85.510002,41.358326,553100
2003-12-15,85.500000,85.879997,85.180000,85.459999,41.334129,690000
2003-12-16,85.400002,85.860001,85.269997,85.739998,41.469551,462800
2003-12-17,86.230003,86.650002,86.199997,86.320000,41.750072,533100
2003-12-18,86.300003,87.099998,86.300003,87.099998,42.127331,708100
2003-12-19,86.970001,87.070000,86.610001,87.070000,42.112793,477600
2003-12-22,87.120003,87.339996,86.650002,86.830002,41.996780,483700
2003-12-23,86.529999,86.699997,85.849998,85.849998,41.522739,446600
2003-12-24,86.370003,86.660004,86.169998,86.660004,41.914536,138900
2003-12-26,86.900002,87.040001,86.900002,86.980003,42.069298,80500
2003-12-29,86.699997,86.769997,86.169998,86.199997,41.692039,187800
2003-12-30,85.800003,86.139999,85.599998,85.849998,41.522739,393900
2003-12-31,85.370003,85.570000,85.300003,85.449997,41.522770,171400
2004-01-02,85.089996,85.089996,84.080002,84.440002,41.031963,867100
2004-01-05,84.010002,84.379997,83.900002,84.220001,40.925037,626400
2004-01-06,84.540001,85.389999,84.500000,85.150002,41.376965,690500
2004-01-07,85.099998,85.699997,84.889999,85.489998,41.542210,252000
2004-01-08,85.300003,85.639999,85.180000,85.459999,41.527649,513300
2004-01-09,86.879997,87.070000,86.010002,86.949997,42.251675,1623000
2004-01-12,86.599998,87.379997,86.599998,86.879997,42.217625,863200
2004-01-13,86.680000,87.470001,86.559998,87.470001,42.504326,465700
2004-01-14,87.489998,87.919998,87.150002,87.900002,42.713291,1180300
2004-01-15,87.949997,88.309998,87.599998,88.230003,42.873638,1537200
2004-01-16,88.680000,88.800003,87.610001,87.610001,42.572369,751800
2004-01-20,87.500000,87.930000,87.500000,87.589996,42.562645,629600
2004-01-21,87.750000,87.809998,87.440002,87.800003,42.664673,570500
2004-01-22,87.949997,88.480003,87.709999,88.440002,42.975704,443600
2004-01-23,88.559998,88.900002,87.260002,87.379997,42.460609,1021300
2004-01-26,87.300003,87.360001,86.669998,86.849998,42.203064,639500
2004-01-27,86.730003,87.400002,86.730003,87.389999,42.465473,576100
2004-01-28,87.250000,87.849998,85.860001,86.620003,42.091316,1823800
2004-01-29,86.220001,86.580002,86.019997,86.440002,42.003819,814500
2004-01-30,86.900002,87.220001,86.599998,87.040001,42.295372,526200
2004-02-02,86.449997,86.879997,86.379997,86.500000,42.206585,335600
2004-02-03,86.919998,86.989998,86.599998,86.940002,42.421257,350900
2004-02-04,86.790001,86.860001,86.480003,86.769997,42.338299,645700
2004-02-05,86.839996,87.080002,86.239998,86.430000,42.172417,971400
2004-02-06,87.139999,87.449997,87.029999,87.379997,42.635990,798200
2004-02-09,87.559998,87.639999,87.389999,87.639999,42.762840,272400
2004-02-10,87.480003,87.550003,87.040001,87.150002,42.523731,203200
2004-02-11,87.019997,88.199997,86.910004,87.800003,42.840878,1335100
2004-02-12,87.849998,88.000000,87.260002,87.430000,42.660355,256700
2004-02-13,87.800003,88.099998,87.570000,87.800003,42.840878,513600
2004-02-17,87.860001,87.889999,87.529999,87.739998,42.811619,644100
2004-02-18,88.099998,88.180000,87.690002,87.860001,42.870182,990900
2004-02-19,87.529999,87.949997,87.470001,87.949997,42.914082,668900
2004-02-20,87.750000,87.830002,87.199997,87.339996,42.616447,1009800
2004-02-23,87.389999,87.879997,87.320000,87.879997,42.879913,504000
2004-02-24,88.050003,88.389999,87.860001,88.040001,42.957977,940900
2004-02-25,88.220001,88.360001,88.029999,88.180000,43.026329,572300
